State_County,State,County,Levels_Smokers,Levels_COPD
"Mississippi, Lincoln",Mississippi,Lincoln,19.8,8.9
"Minnesota, Lyon",Minnesota,Lyon,18.4,6.2
"Michigan, Livingston",Michigan,Livingston,15.6,7.1
"Mississippi, Jefferson Davis",Mississippi,Jefferson Davis,20.9,10.6
"Mississippi, Adams",Mississippi,Adams,22.4,9.6
"Maine, York",Maine,York,16.0,8.2
"Mississippi, Alcorn",Mississippi,Alcorn,21.1,9.9
"Michigan, Roscommon",Michigan,Roscommon,20.1,12.8
"Massachusetts, Hampshire",Massachusetts,Hampshire,12.5,5.5
"Michigan, Cheboygan",Michigan,Cheboygan,20.1,11.4
"Mississippi, Sharkey",Mississippi,Sharkey,23.2,11.8
"Michigan, Kalkaska",Michigan,Kalkaska,23.3,11.3
"Mississippi, Jones",Mississippi,Jones,18.9,8.8
"Maryland, Allegany",Maryland,Allegany,18.5,8.9
"Michigan, Genesee",Michigan,Genesee,21.9,9.9
"Mississippi, Itawamba",Mississippi,Itawamba,20.5,9.0
"Mississippi, Chickasaw",Mississippi,Chickasaw,22.9,10.1
"Michigan, St. Joseph",Michigan,St. Joseph,21.0,9.8
"Mississippi, Tate",Mississippi,Tate,19.9,8.6
"Minnesota, Washington",Minnesota,Washington,12.8,4.2
"Minnesota, Fillmore",Minnesota,Fillmore,18.1,6.9
"Minnesota, Swift",Minnesota,Swift,19.2,7.3
"Mississippi, Pike",Mississippi,Pike,22.5,10.4
"Mississippi, Noxubee",Mississippi,Noxubee,23.1,10.4
"Michigan, Iosco",Michigan,Iosco,21.0,12.3
"Mississippi, Lamar",Mississippi,Lamar,18.2,7.0
"Minnesota, Hennepin",Minnesota,Hennepin,12.8,4.2
"Minnesota, Aitkin",Minnesota,Aitkin,17.5,8.8
"Mississippi, Coahoma",Mississippi,Coahoma,22.9,10.4
"Mississippi, Scott",Mississippi,Scott,24.0,10.0
"Michigan, Houghton",Michigan,Houghton,18.7,8.6
"Michigan, Mason",Michigan,Mason,18.9,10.2
"Massachusetts, Worcester",Massachusetts,Worcester,14.5,5.9
"Minnesota, Marshall",Minnesota,Marshall,17.4,6.7
"Michigan, Newaygo",Michigan,Newaygo,21.4,10.4
"Mississippi, Greene",Mississippi,Greene,22.2,8.3
"Minnesota, Martin",Minnesota,Martin,18.6,7.2
"Michigan, Grand Traverse",Michigan,Grand Traverse,16.9,7.9
"Minnesota, Anoka",Minnesota,Anoka,16.6,5.0
"Minnesota, Olmsted",Minnesota,Olmsted,13.4,4.6
"Mississippi, Oktibbeha",Mississippi,Oktibbeha,15.3,5.9
"Minnesota, Stevens",Minnesota,Stevens,15.5,5.1
"Minnesota, Goodhue",Minnesota,Goodhue,17.6,6.1
"Massachusetts, Middlesex",Massachusetts,Middlesex,11.5,4.5
"Minnesota, Traverse",Minnesota,Traverse,17.6,7.0
"Mississippi, Hinds",Mississippi,Hinds,17.9,7.1
"Mississippi, Perry",Mississippi,Perry,22.7,10.6
"Maine, Knox",Maine,Knox,16.3,9.2
"Michigan, Mackinac",Michigan,Mackinac,20.4,11.4
"Michigan, Ontonagon",Michigan,Ontonagon,19.7,12.9
"Michigan, Gratiot",Michigan,Gratiot,21.0,9.1
"Michigan, Dickinson",Michigan,Dickinson,18.0,9.4
"Maryland, Garrett",Maryland,Garrett,19.3,9.5
"Minnesota, Mower",Minnesota,Mower,18.2,6.6
"Michigan, Lapeer",Michigan,Lapeer,20.5,9.3
"Mississippi, Hancock",Mississippi,Hancock,19.3,9.0
"Mississippi, Carroll",Mississippi,Carroll,21.1,10.4
"Mississippi, Kemper",Mississippi,Kemper,22.0,10.7
"Minnesota, Houston",Minnesota,Houston,16.8,6.3
"Massachusetts, Dukes",Massachusetts,Dukes,13.8,6.7
"Maine, Somerset",Maine,Somerset,23.6,12.4
"Massachusetts, Norfolk",Massachusetts,Norfolk,11.9,5.0
"Missouri, Pemiscot",Missouri,Pemiscot,28.8,12.7
"Montana, Phillips",Montana,Phillips,19.5,8.9
"Montana, Lincoln",Montana,Lincoln,18.1,10.2
"Missouri, Ralls",Missouri,Ralls,22.5,10.5
"Missouri, Clinton",Missouri,Clinton,20.3,8.6
"Nevada, Lincoln",Nevada,Lincoln,17.1,8.1
"Missouri, Henry",Missouri,Henry,23.7,11.3
"Missouri, Shelby",Missouri,Shelby,22.7,10.9
"Montana, Broadwater",Montana,Broadwater,17.2,7.8
"Missouri, Cass",Missouri,Cass,19.2,8.1
"Nebraska, Brown",Nebraska,Brown,16.8,8.4
"Nebraska, Platte",Nebraska,Platte,14.5,5.5
"Mississippi, Wilkinson",Mississippi,Wilkinson,26.1,11.6
"Montana, Petroleum",Montana,Petroleum,15.4,7.7
"Nebraska, Thayer",Nebraska,Thayer,15.3,7.3
"Missouri, Gasconade",Missouri,Gasconade,20.3,9.9
"Nebraska, Cedar",Nebraska,Cedar,13.6,6.7
"Nebraska, Phelps",Nebraska,Phelps,14.6,6.4
"Nebraska, Jefferson",Nebraska,Jefferson,17.4,7.9
"Missouri, Daviess",Missouri,Daviess,23.8,11.4
"Missouri, Phelps",Missouri,Phelps,20.3,8.8
"New Hampshire, Coos",New Hampshire,Coos,20.0,9.4
"Missouri, Warren",Missouri,Warren,22.8,9.6
"Missouri, Schuyler",Missouri,Schuyler,23.5,10.9
"Montana, Carter",Montana,Carter,17.2,8.4
"Nebraska, Wheeler",Nebraska,Wheeler,16.3,9.1
"Nebraska, Greeley",Nebraska,Greeley,15.1,7.2
"Nebraska, Garden",Nebraska,Garden,14.8,7.4
"Missouri, Iron",Missouri,Iron,25.5,12.5
"Nebraska, Butler",Nebraska,Butler,15.8,6.4
"Nebraska, Morrill",Nebraska,Morrill,15.7,6.6
"Montana, Madison",Montana,Madison,14.1,7.1
"Montana, Flathead",Montana,Flathead,16.5,7.0
"Montana, Park",Montana,Park,16.0,7.2
"Missouri, Crawford",Missouri,Crawford,25.8,12.3
"Missouri, Harrison",Missouri,Harrison,23.4,11.8
"Nebraska, Custer",Nebraska,Custer,15.5,7.0
"Missouri, Nodaway",Missouri,Nodaway,19.0,7.7
"Nebraska, Logan",Nebraska,Logan,16.6,7.3
"Missouri, Oregon",Missouri,Oregon,26.1,13.9
"Montana, Mineral",Montana,Mineral,19.9,10.4
"Montana, Teton",Montana,Teton,16.7,8.1
"Nebraska, Webster",Nebraska,Webster,15.1,7.2
"Nebraska, Keith",Nebraska,Keith,16.0,7.5
"Nevada, Humboldt",Nevada,Humboldt,18.8,7.4
"Missouri, Pettis",Missouri,Pettis,22.3,9.4
"Nebraska, Merrick",Nebraska,Merrick,16.0,7.0
"Missouri, Scotland",Missouri,Scotland,24.4,11.7
"Nebraska, Nuckolls",Nebraska,Nuckolls,16.3,8.3
"Missouri, Howell",Missouri,Howell,24.6,11.6
"Missouri, Vernon",Missouri,Vernon,23.9,10.9
"Nevada, Storey",Nevada,Storey,15.0,8.5
"Missouri, Ozark",Missouri,Ozark,26.7,15.6
"Nebraska, Madison",Nebraska,Madison,15.0,6.0
"Missouri, Worth",Missouri,Worth,19.9,10.6
"Montana, Powder River",Montana,Powder River,16.5,8.3
"Mississippi, Webster",Mississippi,Webster,21.1,9.4
"Nebraska, Hitchcock",Nebraska,Hitchcock,16.2,7.8
"Missouri, Franklin",Missouri,Franklin,20.9,9.1
"Missouri, Barry",Missouri,Barry,22.7,11.1
"Montana, Musselshell",Montana,Musselshell,19.5,9.5
"Missouri, Reynolds",Missouri,Reynolds,24.3,12.5
"Nebraska, Cherry",Nebraska,Cherry,15.5,7.1
"Nevada, Douglas",Nevada,Douglas,14.9,7.9
"Nebraska, Dixon",Nebraska,Dixon,15.1,6.5
"Montana, Fergus",Montana,Fergus,16.9,8.1
"Missouri, Clay",Missouri,Clay,18.4,6.6
"Nevada, Lander",Nevada,Lander,19.4,8.0
"Nebraska, Box Butte",Nebraska,Box Butte,17.6,6.8
"Missouri, Hickory",Missouri,Hickory,23.0,13.7
"Mississippi, Yalobusha",Mississippi,Yalobusha,21.4,9.8
"Nebraska, Dakota",Nebraska,Dakota,16.1,5.7
"Missouri, Lawrence",Missouri,Lawrence,23.1,10.6
"Missouri, Moniteau",Missouri,Moniteau,21.8,8.6
"Missouri, St. Francois",Missouri,St. Francois,25.2,9.9
"Nebraska, Loup",Nebraska,Loup,14.3,7.2
"Nebraska, Knox",Nebraska,Knox,15.5,7.5
"Nevada, Churchill",Nevada,Churchill,18.2,8.1
"Missouri, Douglas",Missouri,Douglas,26.4,14.1
"Nebraska, Hooker",Nebraska,Hooker,13.8,7.4
"Montana, McCone",Montana,McCone,16.7,8.1
"Nebraska, Franklin",Nebraska,Franklin,17.0,8.3
"Montana, Lewis and Clark",Montana,Lewis and Clark,15.6,6.1
"Missouri, Lewis",Missouri,Lewis,22.5,10.2
"Missouri, Stone",Missouri,Stone,21.5,11.9
"Missouri, Newton",Missouri,Newton,21.2,9.5
"Nebraska, Stanton",Nebraska,Stanton,15.5,6.2
"Nebraska, Howard",Nebraska,Howard,15.2,6.9
"Montana, Judith Basin",Montana,Judith Basin,15.8,8.0
"Montana, Sheridan",Montana,Sheridan,17.0,7.6
"Missouri, Callaway",Missouri,Callaway,21.1,8.5
"Nebraska, Nemaha",Nebraska,Nemaha,15.4,6.3
"Missouri, New Madrid",Missouri,New Madrid,26.5,12.5
"Nebraska, Burt",Nebraska,Burt,16.7,7.7
"Missouri, Clark",Missouri,Clark,24.0,11.4
"Missouri, Ste. Genevieve",Missouri,Ste. Genevieve,21.2,9.9
"Missouri, Cedar",Missouri,Cedar,23.5,12.3
"Nevada, Elko",Nevada,Elko,18.8,6.5
"Montana, Fallon",Montana,Fallon,17.3,6.8
"Mississippi, Yazoo",Mississippi,Yazoo,24.2,8.5
"Montana, Yellowstone",Montana,Yellowstone,17.0,6.1
"Nebraska, Cheyenne",Nebraska,Cheyenne,16.0,6.3
"Nebraska, Hall",Nebraska,Hall,14.8,5.7
"Nebraska, Scotts Bluff",Nebraska,Scotts Bluff,15.7,6.5
"Mississippi, Wayne",Mississippi,Wayne,21.4,9.4
"Nebraska, Richardson",Nebraska,Richardson,18.0,8.1
"Montana, Dawson",Montana,Dawson,16.9,7.0
"Montana, Roosevelt",Montana,Roosevelt,31.5,9.9
"Montana, Pondera",Montana,Pondera,18.9,8.2
"Montana, Liberty",Montana,Liberty,22.3,10.4
"Missouri, Wayne",Missouri,Wayne,27.0,14.4
"Nebraska, Otoe",Nebraska,Otoe,16.7,6.4
"Missouri, Polk",Missouri,Polk,22.3,9.9
"Nevada, Washoe",Nevada,Washoe,15.5,6.3
"Nebraska, Furnas",Nebraska,Furnas,17.2,8.4
"Nebraska, Cass",Nebraska,Cass,15.9,6.0
"Nebraska, Adams",Nebraska,Adams,16.0,6.4
"Missouri, Dade",Missouri,Dade,24.2,12.7
"Nevada, Eureka",Nevada,Eureka,19.6,8.0
"Mississippi, Washington",Mississippi,Washington,23.6,10.5
"Nebraska, Gage",Nebraska,Gage,17.4,7.3
"Missouri, Christian",Missouri,Christian,19.7,7.9
"Missouri, Texas",Missouri,Texas,25.7,12.6
"Missouri, Miller",Missouri,Miller,22.5,10.4
"Nebraska, Cuming",Nebraska,Cuming,15.5,6.9
"Montana, Lake",Montana,Lake,19.5,8.8
"Nebraska, Colfax",Nebraska,Colfax,16.8,5.8
"Missouri, Mississippi",Missouri,Mississippi,28.8,12.6
"Montana, Wibaux",Montana,Wibaux,17.0,8.2
"Missouri, Cooper",Missouri,Cooper,20.9,8.7
"Nebraska, Boyd",Nebraska,Boyd,14.7,7.7
"Missouri, Sullivan",Missouri,Sullivan,22.5,10.0
"Montana, Big Horn",Montana,Big Horn,27.0,9.6
"Nebraska, York",Nebraska,York,14.5,6.1
"Montana, Carbon",Montana,Carbon,15.5,7.5
"Missouri, Dunklin",Missouri,Dunklin,27.6,12.6
"Missouri, Macon",Missouri,Macon,21.1,10.2
"Nebraska, Kimball",Nebraska,Kimball,16.7,8.0
"Nebraska, Blaine",Nebraska,Blaine,15.0,7.2
"Missouri, Osage",Missouri,Osage,20.5,8.6
"Missouri, Lafayette",Missouri,Lafayette,21.9,9.2
"New Hampshire, Carroll",New Hampshire,Carroll,15.6,8.3
"Missouri, Jasper",Missouri,Jasper,21.1,8.8
"Missouri, DeKalb",Missouri,DeKalb,23.9,8.8
"Nebraska, Hayes",Nebraska,Hayes,15.5,8.3
"Nebraska, Sioux",Nebraska,Sioux,14.0,7.4
"Missouri, Laclede",Missouri,Laclede,23.7,10.6
"Nebraska, Deuel",Nebraska,Deuel,16.8,7.5
"Montana, Rosebud",Montana,Rosebud,22.1,8.3
"Nevada, Nye",Nevada,Nye,20.5,11.1
"Missouri, Cole",Missouri,Cole,18.6,7.6
"Nebraska, Frontier",Nebraska,Frontier,14.5,6.7
"Nebraska, Thomas",Nebraska,Thomas,14.0,6.3
"Nebraska, Lincoln",Nebraska,Lincoln,17.6,6.5
"Missouri, Benton",Missouri,Benton,22.0,13.1
"Missouri, Maries",Missouri,Maries,22.9,11.0
"Nevada, Lyon",Nevada,Lyon,20.1,8.6
"Nebraska, Gosper",Nebraska,Gosper,13.4,6.2
"Nebraska, Thurston",Nebraska,Thurston,27.4,8.6
"Missouri, Stoddard",Missouri,Stoddard,24.5,11.5
"Montana, Blaine",Montana,Blaine,26.5,9.6
"Nebraska, Polk",Nebraska,Polk,15.2,6.9
"Montana, Wheatland",Montana,Wheatland,19.5,9.8
"Montana, Toole",Montana,Toole,21.3,8.0
"Montana, Silver Bow",Montana,Silver Bow,18.8,7.7
"Montana, Garfield",Montana,Garfield,18.7,8.4
"Nebraska, Hamilton",Nebraska,Hamilton,14.4,5.9
"Missouri, Camden",Missouri,Camden,20.4,10.8
"Montana, Sanders",Montana,Sanders,19.1,11.1
"Missouri, Pulaski",Missouri,Pulaski,19.4,5.6
"Montana, Glacier",Montana,Glacier,29.0,10.3
"Missouri, Morgan",Missouri,Morgan,25.3,13.5
"Nebraska, Dawes",Nebraska,Dawes,13.1,5.3
"Montana, Stillwater",Montana,Stillwater,16.0,7.2
"Missouri, Livingston",Missouri,Livingston,22.4,9.9
"Missouri, Bollinger",Missouri,Bollinger,25.1,12.3
"Missouri, Grundy",Missouri,Grundy,21.7,10.7
"Montana, Sweet Grass",Montana,Sweet Grass,15.2,7.5
"Missouri, Madison",Missouri,Madison,23.3,10.7
"Nebraska, Keya Paha",Nebraska,Keya Paha,14.7,8.6
"Missouri, Putnam",Missouri,Putnam,21.3,11.0
"Missouri, St. Louis",Missouri,St. Louis,15.9,6.8
"Montana, Granite",Montana,Granite,15.9,8.3
"Missouri, Jefferson",Missouri,Jefferson,22.3,8.3
"Nebraska, Pawnee",Nebraska,Pawnee,17.5,9.6
"Nebraska, Lancaster",Nebraska,Lancaster,13.6,4.9
"Nebraska, Clay",Nebraska,Clay,16.4,7.1
"Missouri, Barton",Missouri,Barton,22.7,11.4
"Nebraska, Washington",Nebraska,Washington,14.7,5.9
"Montana, Prairie",Montana,Prairie,17.4,9.7
"Missouri, Marion",Missouri,Marion,22.1,9.9
"Nebraska, Dodge",Nebraska,Dodge,18.3,6.9
"Nebraska, Rock",Nebraska,Rock,14.3,6.8
"Missouri, Atchison",Missouri,Atchison,19.7,10.0
"Nebraska, Harlan",Nebraska,Harlan,14.8,7.4
"Missouri, Taney",Missouri,Taney,21.0,9.9
"Missouri, Butler",Missouri,Butler,25.4,12.0
"Missouri, St. Charles",Missouri,St. Charles,15.3,6.4
"New Hampshire, Hillsborough",New Hampshire,Hillsborough,15.2,6.1
"Montana, Jefferson",Montana,Jefferson,15.1,6.9
"Nevada, Esmeralda",Nevada,Esmeralda,19.2,11.2
"Missouri, St. Louis City",Missouri,St. Louis City,20.0,7.5
"Missouri, Lincoln",Missouri,Lincoln,23.2,8.6
"Nebraska, Wayne",Nebraska,Wayne,13.8,5.3
"Nebraska, Buffalo",Nebraska,Buffalo,15.9,5.4
"Missouri, Linn",Missouri,Linn,22.3,10.3
"Montana, Custer",Montana,Custer,17.5,7.3
"Nebraska, Saline",Nebraska,Saline,16.6,6.5
"Missouri, Knox",Missouri,Knox,22.7,11.8
"Missouri, Wright",Missouri,Wright,28.0,13.7
"Missouri, Saline",Missouri,Saline,21.0,9.3
"Nebraska, Dawson",Nebraska,Dawson,15.7,6.1
"Nebraska, Holt",Nebraska,Holt,14.5,6.7
"Missouri, Adair",Missouri,Adair,19.2,8.0
"New Hampshire, Belknap",New Hampshire,Belknap,15.7,7.4
"Missouri, Ripley",Missouri,Ripley,27.8,14.1
"Missouri, Dallas",Missouri,Dallas,24.7,11.8
"Montana, Missoula",Montana,Missoula,15.5,5.5
"Montana, Treasure",Montana,Treasure,17.0,8.9
"Montana, Daniels",Montana,Daniels,15.3,7.6
"Missouri, Chariton",Missouri,Chariton,20.8,10.8
"Nebraska, Saunders",Nebraska,Saunders,16.1,6.3
"Missouri, St. Clair",Missouri,St. Clair,22.7,12.6
"Nevada, Clark",Nevada,Clark,16.6,6.6
"Montana, Golden Valley",Montana,Golden Valley,17.6,8.8
"Nebraska, Douglas",Nebraska,Douglas,15.9,5.2
"Missouri, Andrew",Missouri,Andrew,20.3,8.5
"Montana, Gallatin",Montana,Gallatin,12.0,4.6
"Mississippi, Winston",Mississippi,Winston,21.0,9.9
"Montana, Valley",Montana,Valley,17.7,8.3
"Missouri, Randolph",Missouri,Randolph,23.7,9.7
"Missouri, Carter",Missouri,Carter,23.8,11.1
"Missouri, Howard",Missouri,Howard,20.3,9.4
"Missouri, Bates",Missouri,Bates,22.4,10.4
"Nebraska, Nance",Nebraska,Nance,16.7,7.3
"Nebraska, Pierce",Nebraska,Pierce,15.2,6.3
"New Hampshire, Cheshire",New Hampshire,Cheshire,16.4,7.2
"Nebraska, Valley",Nebraska,Valley,14.9,7.1
"Montana, Richland",Montana,Richland,16.3,6.1
"Missouri, Montgomery",Missouri,Montgomery,23.7,11.7
"Nevada, Mineral",Nevada,Mineral,21.1,10.8
"Nebraska, Boone",Nebraska,Boone,15.4,7.3
"Nevada, Carson City",Nevada,Carson City,16.9,7.7
"Nebraska, Sheridan",Nebraska,Sheridan,16.5,8.4
"Missouri, Carroll",Missouri,Carroll,22.2,10.7
"Nebraska, Fillmore",Nebraska,Fillmore,15.8,6.9
"Missouri, Jackson",Missouri,Jackson,21.6,7.8
"Nebraska, Sarpy",Nebraska,Sarpy,13.3,4.3
"Missouri, Johnson",Missouri,Johnson,18.2,6.9
"Missouri, Shannon",Missouri,Shannon,26.4,13.9
"Nebraska, Johnson",Nebraska,Johnson,18.2,6.5
"Missouri, Greene",Missouri,Greene,18.9,8.2
"Nebraska, Kearney",Nebraska,Kearney,15.5,6.2
"Montana, Beaverhead",Montana,Beaverhead,15.7,6.8
"Missouri, Perry",Missouri,Perry,21.9,9.5
"Missouri, Buchanan",Missouri,Buchanan,23.2,9.3
"Missouri, Mercer",Missouri,Mercer,20.8,10.1
"Missouri, Ray",Missouri,Ray,21.8,9.5
"Mississippi, Warren",Mississippi,Warren,19.9,8.5
"Nebraska, Garfield",Nebraska,Garfield,13.7,7.0
"Missouri, Monroe",Missouri,Monroe,22.5,11.1
"Montana, Chouteau",Montana,Chouteau,19.0,8.3
"Missouri, Scott",Missouri,Scott,23.5,10.7
"Missouri, Gentry",Missouri,Gentry,22.0,10.2
"Montana, Meagher",Montana,Meagher,16.4,8.8
"Montana, Powell",Montana,Powell,19.3,7.8
"Montana, Hill",Montana,Hill,22.8,7.9
"Missouri, Boone",Missouri,Boone,17.1,6.3
"Nebraska, Banner",Nebraska,Banner,14.4,6.6
"Nebraska, Sherman",Nebraska,Sherman,15.5,8.0
"Missouri, Audrain",Missouri,Audrain,23.9,10.4
"Missouri, Caldwell",Missouri,Caldwell,22.6,10.8
"Nebraska, Arthur",Nebraska,Arthur,16.1,7.2
"Montana, Ravalli",Montana,Ravalli,17.1,8.2
"Nebraska, Grant",Nebraska,Grant,16.5,7.7
"Nebraska, Antelope",Nebraska,Antelope,15.8,7.5
"Nebraska, McPherson",Nebraska,McPherson,16.1,8.3
"Nebraska, Perkins",Nebraska,Perkins,14.7,6.4
"Missouri, Pike",Missouri,Pike,24.3,10.1
"Missouri, Webster",Missouri,Webster,24.6,10.5
"Nebraska, Chase",Nebraska,Chase,14.5,6.5
"Nebraska, Red Willow",Nebraska,Red Willow,16.9,7.0
"Montana, Cascade",Montana,Cascade,18.4,7.3
"New Hampshire, Grafton",New Hampshire,Grafton,14.9,6.8
"Missouri, Holt",Missouri,Holt,20.6,10.7
"Missouri, Washington",Missouri,Washington,26.5,12.0
"Montana, Deer Lodge",Montana,Deer Lodge,20.4,9.4
"Missouri, Platte",Missouri,Platte,15.4,6.0
"Missouri, Dent",Missouri,Dent,24.6,12.4
"Nevada, Pershing",Nevada,Pershing,20.5,7.3
"Nevada, White Pine",Nevada,White Pine,20.1,8.0
"Missouri, Cape Girardeau",Missouri,Cape Girardeau,19.4,7.9
"Missouri, McDonald",Missouri,McDonald,26.4,11.5
"Nebraska, Dundy",Nebraska,Dundy,16.8,8.7
"Nebraska, Seward",Nebraska,Seward,15.0,5.7
"Ohio, Ashtabula",Ohio,Ashtabula,25.8,12.4
"New York, Jefferson",New York,Jefferson,19.8,7.6
"New Mexico, Socorro",New Mexico,Socorro,17.4,7.1
"Ohio, Clinton",Ohio,Clinton,24.5,10.7
"North Dakota, McIntosh",North Dakota,McIntosh,16.6,9.2
"North Carolina, Alamance",North Carolina,Alamance,18.7,8.0
"New York, Monroe",New York,Monroe,16.9,7.0
"North Carolina, Pamlico",North Carolina,Pamlico,19.5,10.7
"North Carolina, Dare",North Carolina,Dare,16.1,7.6
"North Carolina, Iredell",North Carolina,Iredell,18.5,7.4
"North Carolina, Buncombe",North Carolina,Buncombe,16.5,7.5
"North Carolina, Anson",North Carolina,Anson,23.4,9.9
"Ohio, Greene",Ohio,Greene,17.6,7.7
"Ohio, Athens",Ohio,Athens,22.3,9.0
"New York, Ontario",New York,Ontario,15.5,7.5
"North Carolina, Granville",North Carolina,Granville,20.1,8.4
"New York, Schoharie",New York,Schoharie,17.7,9.1
"New York, Onondaga",New York,Onondaga,16.6,7.5
"North Dakota, Benson",North Dakota,Benson,27.6,10.4
"New Mexico, Eddy",New Mexico,Eddy,16.0,5.4
"New York, Clinton",New York,Clinton,18.9,8.5
"North Dakota, Oliver",North Dakota,Oliver,16.8,7.1
"Ohio, Belmont",Ohio,Belmont,24.4,10.8
"New Mexico, Harding",New Mexico,Harding,13.3,7.7
"North Dakota, Cass",North Dakota,Cass,15.7,4.6
"North Carolina, Avery",North Carolina,Avery,21.6,9.8
"North Carolina, Washington",North Carolina,Washington,22.2,11.3
"North Dakota, Morton",North Dakota,Morton,17.3,5.7
"North Dakota, Williams",North Dakota,Williams,18.9,4.7
"New York, Queens",New York,Queens,12.4,5.6
"North Dakota, Dunn",North Dakota,Dunn,17.5,6.2
"North Carolina, Robeson",North Carolina,Robeson,27.9,11.7
"North Dakota, Divide",North Dakota,Divide,17.8,8.2
"North Carolina, Scotland",North Carolina,Scotland,25.4,10.9
"North Dakota, Stark",North Dakota,Stark,18.8,5.7
"Ohio, Butler",Ohio,Butler,20.9,8.2
"New York, Chenango",New York,Chenango,20.0,10.1
"North Carolina, Beaufort",North Carolina,Beaufort,20.0,10.0
"New York, Montgomery",New York,Montgomery,20.3,9.4
"Ohio, Carroll",Ohio,Carroll,22.6,11.2
"New York, Essex",New York,Essex,17.2,8.9
"North Carolina, Moore",North Carolina,Moore,16.0,7.8
"North Dakota, Foster",North Dakota,Foster,15.9,7.0
"New York, Schenectady",New York,Schenectady,16.7,7.3
"North Dakota, Emmons",North Dakota,Emmons,16.7,8.2
"New Mexico, Sandoval",New Mexico,Sandoval,13.6,5.2
"North Carolina, Carteret",North Carolina,Carteret,17.4,8.7
"Ohio, Auglaize",Ohio,Auglaize,20.4,9.5
"North Carolina, Hyde",North Carolina,Hyde,23.2,10.8
"North Carolina, Johnston",North Carolina,Johnston,19.5,7.3
"New York, Putnam",New York,Putnam,13.3,5.9
"North Carolina, Cherokee",North Carolina,Cherokee,20.3,11.4
"New York, Columbia",New York,Columbia,16.3,8.4
"North Carolina, Ashe",North Carolina,Ashe,20.1,10.3
"North Carolina, Rutherford",North Carolina,Rutherford,21.8,10.6
"North Dakota, Burleigh",North Dakota,Burleigh,15.9,5.4
"North Carolina, Brunswick",North Carolina,Brunswick,16.9,9.3
"North Dakota, Kidder",North Dakota,Kidder,18.1,8.4
"New York, Oswego",New York,Oswego,20.5,9.4
"New Mexico, Guadalupe",New Mexico,Guadalupe,14.8,5.1
"New Mexico, Rio Arriba",New Mexico,Rio Arriba,15.6,5.9
"North Carolina, Orange",North Carolina,Orange,13.2,5.3
"North Dakota, Wells",North Dakota,Wells,15.6,7.9
"North Carolina, Gates",North Carolina,Gates,20.5,9.2
"North Carolina, Sampson",North Carolina,Sampson,21.4,9.3
"New York, Westchester",New York,Westchester,10.5,5.4
"New York, Oneida",New York,Oneida,18.6,8.9
"North Carolina, Madison",North Carolina,Madison,19.3,9.3
"North Carolina, Onslow",North Carolina,Onslow,18.1,5.6
"New York, Schuyler",New York,Schuyler,19.9,9.9
"North Dakota, Pembina",North Dakota,Pembina,17.4,7.0
"New Mexico, Quay",New Mexico,Quay,16.3,7.8
"New Mexico, San Miguel",New Mexico,San Miguel,14.9,6.1
"North Carolina, Hoke",North Carolina,Hoke,22.2,7.2
"New Mexico, Otero",New Mexico,Otero,17.5,6.5
"North Carolina, Alexander",North Carolina,Alexander,21.5,9.7
"North Dakota, Griggs",North Dakota,Griggs,15.6,8.1
"North Dakota, Pierce",North Dakota,Pierce,17.9,8.0
"New Mexico, Grant",New Mexico,Grant,13.2,6.7
"North Carolina, Richmond",North Carolina,Richmond,24.4,10.7
"Ohio, Clermont",Ohio,Clermont,22.6,9.0
"North Carolina, Greene",North Carolina,Greene,23.4,9.4
"New Mexico, Lincoln",New Mexico,Lincoln,13.8,6.8
"North Carolina, Guilford",North Carolina,Guilford,18.2,6.9
"North Carolina, Columbus",North Carolina,Columbus,23.3,10.8
"New York, Washington",New York,Washington,19.1,9.4
"New York, Wyoming",New York,Wyoming,19.6,8.7
"New York, Erie",New York,Erie,16.9,7.7
"North Carolina, Caldwell",North Carolina,Caldwell,22.8,10.4
"North Carolina, Graham",North Carolina,Graham,22.7,11.5
"New York, Wayne",New York,Wayne,18.3,8.8
"North Dakota, Towner",North Dakota,Towner,18.1,8.3
"Ohio, Clark",Ohio,Clark,23.5,10.8
"New Mexico, Bernalillo",New Mexico,Bernalillo,14.6,4.9
"Ohio, Crawford",Ohio,Crawford,24.4,11.4
"North Carolina, Vance",North Carolina,Vance,23.2,10.3
"New York, Hamilton",New York,Hamilton,19.6,12.2
"North Carolina, Perquimans",North Carolina,Perquimans,19.3,10.2
"North Dakota, Eddy",North Dakota,Eddy,16.7,7.4
"North Carolina, Transylvania",North Carolina,Transylvania,17.5,9.8
"New York, Livingston",New York,Livingston,17.4,8.0
"New York, Madison",New York,Madison,17.7,8.1
"Ohio, Fairfield",Ohio,Fairfield,20.4,8.6
"North Carolina, Watauga",North Carolina,Watauga,16.9,7.4
"North Dakota, Rolette",North Dakota,Rolette,30.7,10.0
"North Carolina, Gaston",North Carolina,Gaston,20.8,8.6
"Ohio, Henry",Ohio,Henry,20.6,9.0
"New Mexico, San Juan",New Mexico,San Juan,21.9,7.8
"North Carolina, Yancey",North Carolina,Yancey,20.2,10.6
"New Mexico, Taos",New Mexico,Taos,12.8,6.3
"Ohio, Allen",Ohio,Allen,21.6,9.7
"North Carolina, Halifax",North Carolina,Halifax,24.7,11.7
"New York, Tioga",New York,Tioga,18.6,8.9
"Ohio, Franklin",Ohio,Franklin,20.5,6.9
